,Cust_Reviews,Brands,Polarity,Positive,Negative
1392,be super responsive and never lag fingerprint reader be a tad slow at time if you can afford to wait a bite longer and save for the s10 i would suggest that as the battery on the s10 leave a little to be desire,samsung,1,1,0
1393,work on tmobile us and in germany and italy,samsung,1,1,0
1394,no delivred samsung galaxy s10 factory unlock phone with 128gb us warranty prism blue smg973uzbaxaa,samsung,0,0,1
1395,good,samsung,1,1,0
1396,i dislike the product do not include the screen protector which be to be include,samsung,0,0,1
1397,i love it no issue much better than the 7,samsung,1,1,0
1398,i m still get to know all the feature on the phone the camera be excellent i ve have a good experience so far the charger plug in be different than the standard type of which i have several so i buy a back up cord,samsung,1,1,0
1399,love it,samsung,1,1,0
1400,unlock use it in the us and internationally,samsung,1,1,0
1401,love this phone very innovative and easy to use everyday im find something new or learn about a new feature accidentally,samsung,1,1,0
1402,great phone,samsung,1,1,0
1403,look good but no simm worthless,samsung,0,0,1
1404,recieved both phone on time theyre nice but the charger with this one doesnt work so i cant exactly charge my phone,samsung,0,0,1
1405,when there be a front light the camera get a light noise maybe this be normal or not but the truth be that it be annoy,samsung,0,0,1
1406,perfect condition great phone for a great price,samsung,1,1,0
